,date,FLOODING,orbit,filename,folder,count
6,2019-03-18,True,ASCENDING,S1A_IW_GRDH_1SDV_20190318T162351_20190318T162420_026394_02F415_5335,0188,14
5,2019-03-12,False,ASCENDING,S1B_IW_GRDH_1SDV_20190312T162319_20190312T162344_015323_01CAFA_AB70,0188,14
4,2019-03-07,False,DESCENDING,S1A_IW_GRDH_1SDV_20190307T031705_20190307T031730_026226_02EDD4_6209,0188,14
3,2019-02-28,False,ASCENDING,S1B_IW_GRDH_1SDV_20190228T162319_20190228T162344_015148_01C539_5754,0188,14
2,2019-02-23,False,DESCENDING,S1A_IW_GRDH_1SDV_20190223T031705_20190223T031730_026051_02E795_2CA5,0188,14
1,2019-02-16,False,ASCENDING,S1B_IW_GRDH_1SDV_20190216T162319_20190216T162344_014973_01BF7C_F567,0188,14
3,2019-01-23,False,ASCENDING,S1B_IW_GRDH_1SDV_20190123T162344_20190123T162409_014623_01B40F_3BD7,10,3
2,2019-01-11,False,ASCENDING,S1B_IW_GRDH_1SDV_20190111T162345_20190111T162410_014448_01AE74_EF21,10,3
1,2018-12-30,False,ASCENDING,S1B_IW_GRDH_1SDV_20181230T162345_20181230T162410_014273_01A8CE_D597,10,3
8,2019-03-07,True,DESCENDING,S1A_IW_GRDH_1SDV_20190307T194432_20190307T194457_026236_02EE37_2A1B,0300,8
7,2019-02-23,True,DESCENDING,S1A_IW_GRDH_1SDV_20190223T194432_20190223T194457_026061_02E7F3_3C3A,0300,8
6,2019-02-12,True,ASCENDING,S1B_IW_GRDH_1SDV_20190212T084222_20190212T084251_014910_01BD61_C22B,0300,8
5,2019-02-11,True,DESCENDING,S1A_IW_GRDH_1SDV_20190211T194432_20190211T194457_025886_02E1B7_4856,0300,8
4,2019-02-06,True,ASCENDING,S1A_IW_GRDH_1SDV_20190206T084322_20190206T084356_025806_02DECC_48D4,0300,8
3,2019-02-05,True,DESCENDING,S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F,0300,8
2,2019-01-30,True,DESCENDING,S1A_IW_GRDH_1SDV_20190130T194433_20190130T194458_025711_02DB77_9523,0300,8
1,2019-01-18,False,DESCENDING,S1A_IW_GRDH_1SDV_20190118T194433_20190118T194458_025536_02D511_B847,0300,8
14,2019-04-14,True,ASCENDING,S1B_IW_GRDH_1SDV_20190414T155907_20190414T155936_015804_01DABB_37C4,12,14
13,2019-04-14,True,DESCENDING,S1A_IW_GRDH_1SDV_20190414T025949_20190414T030014_026780_03023E_A691,12,14
12,2019-04-02,True,ASCENDING,S1B_IW_GRDH_1SDV_20190402T155906_20190402T155936_015629_01D4EB_9733,12,14
11,2019-04-02,True,DESCENDING,S1A_IW_GRDH_1SDV_20190402T025948_20190402T030013_026605_02FBD7_DFED,12,14
10,2019-03-21,True,ASCENDING,S1B_IW_GRDH_1SDV_20190321T155906_20190321T155935_015454_01CF28_4BF5,12,14
9,2019-03-21,True,DESCENDING,S1A_IW_GRDH_1SDV_20190321T025948_20190321T030013_026430_02F55F_2E68,12,14
8,2019-03-15,True,ASCENDING,S1A_IW_GRDH_1SDV_20190315T155952_20190315T160020_026350_02F279_65CB,12,14
7,2019-03-15,True,DESCENDING,S1B_IW_GRDH_1SDV_20190315T025918_20190315T025947_015359_01CC23_D3B2,12,14
6,2019-03-09,False,ASCENDING,S1B_IW_GRDH_1SDV_20190309T155906_20190309T155935_015279_01C97E_79BA,12,14
5,2019-03-09,False,DESCENDING,S1A_IW_GRDH_1SDV_20190309T025948_20190309T030013_026255_02EEF0_38E8,12,14
4,2019-02-25,False,ASCENDING,S1B_IW_GRDH_1SDV_20190225T155906_20190225T155935_015104_01C3BB_E9BE,12,14
3,2019-02-25,False,DESCENDING,S1A_IW_GRDH_1SDV_20190225T025948_20190225T030013_026080_02E8A1_E9F4,12,14
2,2019-02-13,False,ASCENDING,S1B_IW_GRDH_1SDV_20190213T155906_20190213T155935_014929_01BDFA_2A13,12,14
1,2019-02-13,False,DESCENDING,S1A_IW_GRDH_1SDV_20190213T025948_20190213T030013_025905_02E25D_4ADF,12,14
15,2019-04-20,False,DESCENDING,S1B_IW_GRDH_1SDV_20190420T024612_20190420T024632_015884_01DD6F_E249,44,15
14,2019-04-20,False,DESCENDING,S1B_IW_GRDH_1SDV_20190420T024547_20190420T024612_015884_01DD6F_1983,44,15
13,2019-04-14,False,DESCENDING,S1A_IW_GRDH_1SDV_20190414T024630_20190414T024655_026780_03023B_A4EB,44,15
12,2019-04-13,False,ASCENDING,S1A_IW_GRDH_1SDV_20190413T144244_20190413T144309_026773_0301F5_9F57,44,15
11,2019-04-12,False,ASCENDING,S1B_IW_GRDH_1SDV_20190412T144954_20190412T145023_015775_01D9BD_94CC,44,15
10,2019-04-12,False,ASCENDING,S1B_IW_GRDH_1SDV_20190412T145023_20190412T145048_015775_01D9BD_4A6C,44,15
9,2019-04-08,False,DESCENDING,S1B_IW_GRDH_1SDV_20190408T024547_20190408T024612_015709_01D7A5_5DB9,44,15
7,2019-04-08,False,DESCENDING,S1B_IW_GRDH_1SDV_20190408T024612_20190408T024629_015709_01D7A5_8C61,44,15
8,2019-04-06,False,ASCENDING,S1A_IW_GRDH_1SDV_20190406T145101_20190406T145126_026671_02FE34_475A,44,15
5,2019-04-02,False,DESCENDING,S1A_IW_GRDH_1SDV_20190402T024630_20190402T024655_026605_02FBD4_16E3,44,15
6,2019-04-01,False,ASCENDING,S1A_IW_GRDH_1SDV_20190401T144244_20190401T144309_026598_02FB8E_B32F,44,15
4,2019-03-25,False,ASCENDING,S1A_IW_GRDH_1SDV_20190325T145101_20190325T145126_026496_02F7C2_4E95,44,15
3,2019-03-20,False,ASCENDING,S1A_IW_GRDH_1SDV_20190320T144244_20190320T144309_026423_02F518_C514,44,15
2,2019-03-13,False,ASCENDING,S1A_IW_GRDH_1SDV_20190313T145101_20190313T145126_026321_02F14F_AFC8,44,15
1,2019-03-09,False,DESCENDING,S1A_IW_GRDH_1SDV_20190309T024629_20190309T024654_026255_02EEED_1759,44,15
8,2019-03-07,True,DESCENDING,S1A_IW_GRDH_1SDV_20190307T194432_20190307T194457_026236_02EE37_2A1B,0326,8
7,2019-02-23,True,DESCENDING,S1A_IW_GRDH_1SDV_20190223T194432_20190223T194457_026061_02E7F3_3C3A,0326,8
6,2019-02-12,True,ASCENDING,S1B_IW_GRDH_1SDV_20190212T084222_20190212T084251_014910_01BD61_C22B,0326,8
5,2019-02-11,True,DESCENDING,S1A_IW_GRDH_1SDV_20190211T194432_20190211T194457_025886_02E1B7_4856,0326,8
4,2019-02-06,True,ASCENDING,S1A_IW_GRDH_1SDV_20190206T084322_20190206T084356_025806_02DECC_48D4,0326,8
3,2019-02-05,True,DESCENDING,S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F,0326,8
2,2019-01-30,True,DESCENDING,S1A_IW_GRDH_1SDV_20190130T194433_20190130T194458_025711_02DB77_9523,0326,8
1,2019-01-18,False,DESCENDING,S1A_IW_GRDH_1SDV_20190118T194433_20190118T194458_025536_02D511_B847,0326,8
14,2019-04-17,True,ASCENDING,S1B_IW_GRDH_1SDV_20190417T162320_20190417T162345_015848_01DC3E_605F,20,14
13,2019-04-12,True,DESCENDING,S1A_IW_GRDH_1SDV_20190412T031706_20190412T031731_026751_030125_194F,20,14
12,2019-04-05,True,ASCENDING,S1B_IW_GRDH_1SDV_20190405T162319_20190405T162344_015673_01D66F_BCE7,20,14
11,2019-03-31,True,DESCENDING,S1A_IW_GRDH_1SDV_20190331T031706_20190331T031731_026576_02FABC_DD51,20,14
10,2019-03-30,True,ASCENDING,S1A_IW_GRDH_1SDV_20190330T162340_20190330T162405_026569_02FA83_35E1,20,14
9,2019-03-25,True,DESCENDING,S1B_IW_GRDH_1SDV_20190325T031623_20190325T031648_015505_01D0E3_8490,20,14
8,2019-03-24,True,ASCENDING,S1B_IW_GRDH_1SDV_20190324T162319_20190324T162344_015498_01D0A4_DD55,20,14
7,2019-03-19,True,DESCENDING,S1A_IW_GRDH_1SDV_20190319T031705_20190319T031730_026401_02F44F_2D37,20,14
6,2019-03-18,True,ASCENDING,S1A_IW_GRDH_1SDV_20190318T162351_20190318T162420_026394_02F415_5335,20,14
5,2019-03-12,False,ASCENDING,S1B_IW_GRDH_1SDV_20190312T162319_20190312T162344_015323_01CAFA_AB70,20,14
4,2019-03-07,False,DESCENDING,S1A_IW_GRDH_1SDV_20190307T031705_20190307T031730_026226_02EDD4_6209,20,14
3,2019-02-28,False,ASCENDING,S1B_IW_GRDH_1SDV_20190228T162319_20190228T162344_015148_01C539_5754,20,14
2,2019-02-23,False,DESCENDING,S1A_IW_GRDH_1SDV_20190223T031705_20190223T031730_026051_02E795_2CA5,20,14
1,2019-02-16,False,ASCENDING,S1B_IW_GRDH_1SDV_20190216T162319_20190216T162344_014973_01BF7C_F567,20,14
10,2019-01-24,False,ASCENDING,S1A_IW_GRDH_1SDV_20190124T162030_20190124T162055_025621_02D825_E011,0025,10
9,2019-01-20,False,DESCENDING,S1B_IW_GRDH_1SDV_20190120T034417_20190120T034442_014572_01B25A_F7AD,0025,10
8,2019-01-18,False,ASCENDING,S1B_IW_GRDH_1SDV_20190118T161954_20190118T162019_014550_01B1B1_1A85,0025,10
7,2019-01-12,False,ASCENDING,S1A_IW_GRDH_1SDV_20190112T162031_20190112T162056_025446_02D1C1_75A7,0025,10
6,2019-01-08,False,DESCENDING,S1B_IW_GRDH_1SDV_20190108T034418_20190108T034443_014397_01ACBA_A5D7,0025,10
5,2019-01-06,False,ASCENDING,S1B_IW_GRDH_1SDV_20190106T161954_20190106T162019_014375_01AC0C_9980,0025,10
4,2018-12-31,False,ASCENDING,S1A_IW_GRDH_1SDV_20181231T162031_20181231T162056_025271_02CB79_D859,0025,10
3,2018-12-25,False,ASCENDING,S1B_IW_GRDH_1SDV_20181225T161955_20181225T162020_014200_01A652_D84A,0025,10
2,2018-12-19,False,ASCENDING,S1A_IW_GRDH_1SDV_20181219T162032_20181219T162057_025096_02C527_E0BD,0025,10
1,2018-12-15,False,DESCENDING,S1B_IW_GRDH_1SDV_20181215T034418_20181215T034443_014047_01A135_E55B,0025,10
8,2019-03-20,False,ASCENDING,S1A_IW_GRDH_1SDV_20190320T144309_20190320T144334_026423_02F518_F5E3,0257,8
7,2019-03-15,False,DESCENDING,S1B_IW_GRDH_1SDV_20190315T024546_20190315T024609_015359_01CC22_8A5B,0257,8
6,2019-03-13,False,ASCENDING,S1A_IW_GRDH_1SDV_20190313T145101_20190313T145126_026321_02F14F_AFC8,0257,8
5,2019-03-09,False,DESCENDING,S1A_IW_GRDH_1SDV_20190309T024629_20190309T024654_026255_02EEED_1759,0257,8
4,2019-03-08,False,ASCENDING,S1A_IW_GRDH_1SDV_20190308T144309_20190308T144334_026248_02EEA6_FCEA,0257,8
3,2019-03-03,False,DESCENDING,S1B_IW_GRDH_1SDV_20190303T024546_20190303T024609_015184_01C66E_800E,0257,8
2,2019-03-01,False,ASCENDING,S1A_IW_GRDH_1SDV_20190301T145101_20190301T145126_026146_02EAEB_5BA6,0257,8
1,2019-02-25,False,DESCENDING,S1A_IW_GRDH_1SDV_20190225T024629_20190225T024654_026080_02E8A0_D1D3,0257,8
3,2019-01-23,False,ASCENDING,S1B_IW_GRDH_1SDV_20190123T162344_20190123T162409_014623_01B40F_3BD7,24,3
2,2019-01-11,False,ASCENDING,S1B_IW_GRDH_1SDV_20190111T162345_20190111T162410_014448_01AE74_EF21,24,3
1,2018-12-30,False,ASCENDING,S1B_IW_GRDH_1SDV_20181230T162345_20181230T162410_014273_01A8CE_D597,24,3
8,2019-03-20,False,ASCENDING,S1A_IW_GRDH_1SDV_20190320T144244_20190320T144309_026423_02F518_C514,0278,8
7,2019-03-15,False,DESCENDING,S1B_IW_GRDH_1SDV_20190315T024546_20190315T024609_015359_01CC22_8A5B,0278,8
6,2019-03-13,False,ASCENDING,S1A_IW_GRDH_1SDV_20190313T145101_20190313T145126_026321_02F14F_AFC8,0278,8
5,2019-03-09,False,DESCENDING,S1A_IW_GRDH_1SDV_20190309T024629_20190309T024654_026255_02EEED_1759,0278,8
4,2019-03-08,False,ASCENDING,S1A_IW_GRDH_1SDV_20190308T144244_20190308T144309_026248_02EEA6_6F92,0278,8
3,2019-03-03,False,DESCENDING,S1B_IW_GRDH_1SDV_20190303T024546_20190303T024609_015184_01C66E_800E,0278,8
2,2019-03-01,False,ASCENDING,S1A_IW_GRDH_1SDV_20190301T145101_20190301T145126_026146_02EAEB_5BA6,0278,8
1,2019-02-25,False,DESCENDING,S1A_IW_GRDH_1SDV_20190225T024629_20190225T024654_026080_02E8A0_D1D3,0278,8
10,2019-01-24,False,ASCENDING,S1A_IW_GRDH_1SDV_20190124T162030_20190124T162055_025621_02D825_E011,0024,10
9,2019-01-20,False,DESCENDING,S1B_IW_GRDH_1SDV_20190120T034417_20190120T034442_014572_01B25A_F7AD,0024,10
8,2019-01-18,False,ASCENDING,S1B_IW_GRDH_1SDV_20190118T161954_20190118T162019_014550_01B1B1_1A85,0024,10
7,2019-01-12,False,ASCENDING,S1A_IW_GRDH_1SDV_20190112T162031_20190112T162056_025446_02D1C1_75A7,0024,10
6,2019-01-08,False,DESCENDING,S1B_IW_GRDH_1SDV_20190108T034418_20190108T034443_014397_01ACBA_A5D7,0024,10
5,2019-01-06,False,ASCENDING,S1B_IW_GRDH_1SDV_20190106T161954_20190106T162019_014375_01AC0C_9980,0024,10
4,2018-12-31,False,ASCENDING,S1A_IW_GRDH_1SDV_20181231T162031_20181231T162056_025271_02CB79_D859,0024,10
3,2018-12-25,False,ASCENDING,S1B_IW_GRDH_1SDV_20181225T161955_20181225T162020_014200_01A652_D84A,0024,10
2,2018-12-19,False,ASCENDING,S1A_IW_GRDH_1SDV_20181219T162032_20181219T162057_025096_02C527_E0BD,0024,10
1,2018-12-15,False,DESCENDING,S1B_IW_GRDH_1SDV_20181215T034418_20181215T034443_014047_01A135_E55B,0024,10
13,2019-02-07,False,ASCENDING,S1A_IW_GRDH_1SDV_20190207T160454_20190207T160519_025825_02DF8C_59F6,0085,13
12,2019-02-03,False,DESCENDING,S1B_IW_GRDH_1SDV_20190203T032731_20190203T032756_014776_01B8F2_A952,0085,13
11,2019-02-02,False,DESCENDING,S1A_IW_GRDH_1SDV_20190202T033603_20190202T033628_025745_02DCC1_50D9,0085,13
10,2019-01-26,False,ASCENDING,S1A_IW_GRDH_1SDV_20190126T160455_20190126T160520_025650_02D94A_A0D8,0085,13
9,2019-01-22,False,DESCENDING,S1B_IW_GRDH_1SDV_20190122T032731_20190122T032756_014601_01B34A_9A7F,0085,13
8,2019-01-16,False,DESCENDING,S1A_IW_GRDH_1SDV_20190116T032801_20190116T032826_025497_02D398_FF1E,0085,13
7,2019-01-14,False,ASCENDING,S1A_IW_GRDH_1SDV_20190114T160455_20190114T160520_025475_02D2DC_7BCF,0085,13
6,2019-01-10,False,DESCENDING,S1B_IW_GRDH_1SDV_20190110T032731_20190110T032756_014426_01ADAF_D007,0085,13
5,2019-01-09,False,DESCENDING,S1A_IW_GRDH_1SDV_20190109T033603_20190109T033628_025395_02D001_797B,0085,13
4,2019-01-04,False,DESCENDING,S1A_IW_GRDH_1SDV_20190104T032801_20190104T032826_025322_02CD47_5519,0085,13
3,2019-01-02,False,ASCENDING,S1A_IW_GRDH_1SDV_20190102T160455_20190102T160520_025300_02CC92_795C,0085,13
2,2018-12-29,False,DESCENDING,S1B_IW_GRDH_1SDV_20181229T032732_20181229T032757_014251_01A800_F312,0085,13
1,2018-12-28,False,DESCENDING,S1A_IW_GRDH_1SDV_20181228T033604_20181228T033629_025220_02C9B5_B3F7,0085,13
20,2019-04-19,True,ASCENDING,S1B_IW_GRDH_1SDV_20190419T160654_20190419T160723_015877_01DD38_00F9,0151,20
19,2019-04-19,True,DESCENDING,S1A_IW_GRDH_1SDV_20190419T030906_20190419T030931_026853_0304D2_B920,0151,20
18,2019-04-07,True,ASCENDING,S1B_IW_GRDH_1SDV_20190407T160654_20190407T160723_015702_01D76E_92F9,0151,20
17,2019-04-07,True,DESCENDING,S1A_IW_GRDH_1SDV_20190407T030905_20190407T030930_026678_02FE78_A21F,0151,20
16,2019-04-01,True,DESCENDING,S1B_IW_GRDH_1SDV_20190401T030823_20190401T030856_015607_01D42A_6D09,0151,20
15,2019-03-31,True,ASCENDING,S1B_IW_GRDH_1SDV_20190331T161454_20190331T161529_015600_01D3F1_A8DB,0151,20
14,2019-03-26,True,ASCENDING,S1B_IW_GRDH_1SDV_20190326T160653_20190326T160722_015527_01D1AB_971D,0151,20
13,2019-03-26,True,DESCENDING,S1A_IW_GRDH_1SDV_20190326T030905_20190326T030930_026503_02F802_3D48,0151,20
12,2019-03-25,True,ASCENDING,S1A_IW_GRDH_1SDV_20190325T161548_20190325T161613_026496_02F7C9_BC80,0151,20
11,2019-03-20,True,ASCENDING,S1A_IW_GRDH_1SDV_20190320T160724_20190320T160753_026423_02F51E_2D7F,0151,20
10,2019-03-20,True,DESCENDING,S1B_IW_GRDH_1SDV_20190320T030813_20190320T030839_015432_01CE6E_367E,0151,20
9,2019-03-19,True,ASCENDING,S1B_IW_GRDH_1SDV_20190319T161451_20190319T161520_015425_01CE3C_A401,0151,20
8,2019-03-14,True,ASCENDING,S1B_IW_GRDH_1SDV_20190314T160646_20190314T160711_015352_01CBEE_21E5,0151,20
7,2019-03-14,True,DESCENDING,S1A_IW_GRDH_1SDV_20190314T030905_20190314T030930_026328_02F196_2EC3,0151,20
6,2019-03-13,True,ASCENDING,S1A_IW_GRDH_1SDV_20190313T161522_20190313T161557_026321_02F156_A8A9,0151,20
5,2019-03-02,False,DESCENDING,S1A_IW_GRDH_1SDV_20190302T030905_20190302T030930_026153_02EB31_1973,0151,20
4,2019-02-18,False,ASCENDING,S1B_IW_GRDH_1SDV_20190218T160653_20190218T160722_015002_01C07E_D1A3,0151,20
3,2019-02-18,False,DESCENDING,S1A_IW_GRDH_1SDV_20190218T030905_20190218T030930_025978_02E4EB_98B8,0151,20
2,2019-02-06,False,ASCENDING,S1B_IW_GRDH_1SDV_20190206T160653_20190206T160722_014827_01BABE_8777,0151,20
1,2019-02-06,False,DESCENDING,S1A_IW_GRDH_1SDV_20190206T030905_20190206T030930_025803_02DEB0_2CC8,0151,20
9,2019-03-07,True,DESCENDING,S1A_IW_GRDH_1SDV_20190307T194432_20190307T194457_026236_02EE37_2A1B,0334,9
8,2019-02-23,True,DESCENDING,S1A_IW_GRDH_1SDV_20190223T194432_20190223T194457_026061_02E7F3_3C3A,0334,9
6,2019-02-12,True,ASCENDING,S1B_IW_GRDH_1SDV_20190212T084222_20190212T084251_014910_01BD61_C22B,0334,9
7,2019-02-11,True,DESCENDING,S1A_IW_GRDH_1SDV_20190211T194432_20190211T194457_025886_02E1B7_4856,0334,9
5,2019-02-06,True,ASCENDING,S1A_IW_GRDH_1SDV_20190206T084322_20190206T084356_025806_02DECC_48D4,0334,9
4,2019-02-05,True,DESCENDING,S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F,0334,9
3,2019-02-05,True,DESCENDING,S1B_IW_GRDH_1SDV_20190205T194356_20190205T194414_014815_01BA56_41B6,0334,9
2,2019-01-30,True,DESCENDING,S1A_IW_GRDH_1SDV_20190130T194433_20190130T194458_025711_02DB77_9523,0334,9
1,2019-01-18,False,DESCENDING,S1A_IW_GRDH_1SDV_20190118T194433_20190118T194458_025536_02D511_B847,0334,9
8,2019-03-07,True,DESCENDING,S1A_IW_GRDH_1SDV_20190307T194432_20190307T194457_026236_02EE37_2A1B,0329,8
7,2019-02-23,True,DESCENDING,S1A_IW_GRDH_1SDV_20190223T194432_20190223T194457_026061_02E7F3_3C3A,0329,8
6,2019-02-12,True,ASCENDING,S1B_IW_GRDH_1SDV_20190212T084222_20190212T084251_014910_01BD61_C22B,0329,8
5,2019-02-11,True,DESCENDING,S1A_IW_GRDH_1SDV_20190211T194432_20190211T194457_025886_02E1B7_4856,0329,8
4,2019-02-06,True,ASCENDING,S1A_IW_GRDH_1SDV_20190206T084322_20190206T084356_025806_02DECC_48D4,0329,8
3,2019-02-05,True,DESCENDING,S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F,0329,8
2,2019-01-30,True,DESCENDING,S1A_IW_GRDH_1SDV_20190130T194433_20190130T194458_025711_02DB77_9523,0329,8
1,2019-01-18,False,DESCENDING,S1A_IW_GRDH_1SDV_20190118T194433_20190118T194458_025536_02D511_B847,0329,8
12,2019-04-20,False,DESCENDING,S1B_IW_GRDH_1SDV_20190420T024612_20190420T024632_015884_01DD6F_E249,19,12
11,2019-04-14,False,DESCENDING,S1A_IW_GRDH_1SDV_20190414T024655_20190414T024720_026780_03023B_B70D,19,12
10,2019-04-13,False,ASCENDING,S1A_IW_GRDH_1SDV_20190413T144244_20190413T144309_026773_0301F5_9F57,19,12
9,2019-04-12,False,ASCENDING,S1B_IW_GRDH_1SDV_20190412T144954_20190412T145023_015775_01D9BD_94CC,19,12
8,2019-04-08,False,DESCENDING,S1B_IW_GRDH_1SDV_20190408T024612_20190408T024629_015709_01D7A5_8C61,19,12
7,2019-04-06,False,ASCENDING,S1A_IW_GRDH_1SDV_20190406T145036_20190406T145101_026671_02FE34_189C,19,12
6,2019-04-02,False,DESCENDING,S1A_IW_GRDH_1SDV_20190402T024655_20190402T024720_026605_02FBD4_70B2,19,12
5,2019-04-01,False,ASCENDING,S1A_IW_GRDH_1SDV_20190401T144244_20190401T144309_026598_02FB8E_B32F,19,12
4,2019-03-25,False,ASCENDING,S1A_IW_GRDH_1SDV_20190325T145036_20190325T145101_026496_02F7C2_F39E,19,12
3,2019-03-20,False,ASCENDING,S1A_IW_GRDH_1SDV_20190320T144244_20190320T144309_026423_02F518_C514,19,12
2,2019-03-13,False,ASCENDING,S1A_IW_GRDH_1SDV_20190313T145036_20190313T145101_026321_02F14F_426A,19,12
1,2019-03-09,False,DESCENDING,S1A_IW_GRDH_1SDV_20190309T024654_20190309T024719_026255_02EEED_7A7A,19,12
14,2019-04-24,True,DESCENDING,S1A_IW_GRDH_1SDV_20190424T031707_20190424T031732_026926_03077A_B45D,34,14
13,2019-04-17,True,ASCENDING,S1B_IW_GRDH_1SDV_20190417T162251_20190417T162320_015848_01DC3E_114B,34,14
12,2019-04-12,True,DESCENDING,S1A_IW_GRDH_1SDV_20190412T031706_20190412T031731_026751_030125_194F,34,14
11,2019-04-05,True,ASCENDING,S1B_IW_GRDH_1SDV_20190405T162250_20190405T162319_015673_01D66F_C65F,34,14
10,2019-03-31,True,DESCENDING,S1A_IW_GRDH_1SDV_20190331T031706_20190331T031731_026576_02FABC_DD51,34,14
9,2019-03-30,True,ASCENDING,S1A_IW_GRDH_1SDV_20190330T162340_20190330T162405_026569_02FA83_35E1,34,14
8,2019-03-25,True,DESCENDING,S1B_IW_GRDH_1SDV_20190325T031623_20190325T031648_015505_01D0E3_8490,34,14
7,2019-03-24,True,ASCENDING,S1B_IW_GRDH_1SDV_20190324T162250_20190324T162319_015498_01D0A4_18F9,34,14
6,2019-03-19,True,DESCENDING,S1A_IW_GRDH_1SDV_20190319T031705_20190319T031730_026401_02F44F_2D37,34,14
5,2019-03-18,True,ASCENDING,S1A_IW_GRDH_1SDV_20190318T162351_20190318T162420_026394_02F415_5335,34,14
4,2019-03-12,False,ASCENDING,S1B_IW_GRDH_1SDV_20190312T162250_20190312T162319_015323_01CAFA_CAE4,34,14
3,2019-03-07,False,DESCENDING,S1A_IW_GRDH_1SDV_20190307T031705_20190307T031730_026226_02EDD4_6209,34,14
2,2019-02-28,False,ASCENDING,S1B_IW_GRDH_1SDV_20190228T162250_20190228T162319_015148_01C539_2FEF,34,14
1,2019-02-23,False,DESCENDING,S1A_IW_GRDH_1SDV_20190223T031705_20190223T031730_026051_02E795_2CA5,34,14
14,2019-04-20,False,DESCENDING,S1B_IW_GRDH_1SDV_20190420T024547_20190420T024612_015884_01DD6F_1983,0234,14
13,2019-04-14,False,DESCENDING,S1A_IW_GRDH_1SDV_20190414T024630_20190414T024655_026780_03023B_A4EB,0234,14
12,2019-04-13,False,ASCENDING,S1A_IW_GRDH_1SDV_20190413T144244_20190413T144309_026773_0301F5_9F57,0234,14
11,2019-04-12,False,ASCENDING,S1B_IW_GRDH_1SDV_20190412T145023_20190412T145048_015775_01D9BD_4A6C,0234,14
10,2019-04-08,False,DESCENDING,S1B_IW_GRDH_1SDV_20190408T024547_20190408T024612_015709_01D7A5_5DB9,0234,14
9,2019-04-06,False,ASCENDING,S1A_IW_GRDH_1SDV_20190406T145101_20190406T145126_026671_02FE34_475A,0234,14
8,2019-04-02,False,DESCENDING,S1A_IW_GRDH_1SDV_20190402T024630_20190402T024655_026605_02FBD4_16E3,0234,14
7,2019-04-01,False,ASCENDING,S1A_IW_GRDH_1SDV_20190401T144244_20190401T144309_026598_02FB8E_B32F,0234,14
6,2019-03-27,False,DESCENDING,S1B_IW_GRDH_1SDV_20190327T024547_20190327T024609_015534_01D1E4_D67E,0234,14
5,2019-03-25,False,ASCENDING,S1A_IW_GRDH_1SDV_20190325T145101_20190325T145126_026496_02F7C2_4E95,0234,14
4,2019-03-20,False,ASCENDING,S1A_IW_GRDH_1SDV_20190320T144244_20190320T144309_026423_02F518_C514,0234,14
3,2019-03-15,False,DESCENDING,S1B_IW_GRDH_1SDV_20190315T024546_20190315T024609_015359_01CC22_8A5B,0234,14
2,2019-03-13,False,ASCENDING,S1A_IW_GRDH_1SDV_20190313T145101_20190313T145126_026321_02F14F_AFC8,0234,14
1,2019-03-09,False,DESCENDING,S1A_IW_GRDH_1SDV_20190309T024629_20190309T024654_026255_02EEED_1759,0234,14
20,2019-04-19,True,ASCENDING,S1B_IW_GRDH_1SDV_20190419T160654_20190419T160723_015877_01DD38_00F9,0158,20
19,2019-04-19,True,DESCENDING,S1A_IW_GRDH_1SDV_20190419T030906_20190419T030931_026853_0304D2_B920,0158,20
18,2019-04-07,True,ASCENDING,S1B_IW_GRDH_1SDV_20190407T160654_20190407T160723_015702_01D76E_92F9,0158,20
17,2019-04-07,True,DESCENDING,S1A_IW_GRDH_1SDV_20190407T030905_20190407T030930_026678_02FE78_A21F,0158,20
16,2019-04-01,True,DESCENDING,S1B_IW_GRDH_1SDV_20190401T030823_20190401T030856_015607_01D42A_6D09,0158,20
15,2019-03-31,True,ASCENDING,S1B_IW_GRDH_1SDV_20190331T161454_20190331T161529_015600_01D3F1_A8DB,0158,20
14,2019-03-26,True,ASCENDING,S1B_IW_GRDH_1SDV_20190326T160653_20190326T160722_015527_01D1AB_971D,0158,20
13,2019-03-26,True,DESCENDING,S1A_IW_GRDH_1SDV_20190326T030905_20190326T030930_026503_02F802_3D48,0158,20
12,2019-03-25,True,ASCENDING,S1A_IW_GRDH_1SDV_20190325T161548_20190325T161613_026496_02F7C9_BC80,0158,20
11,2019-03-20,True,ASCENDING,S1A_IW_GRDH_1SDV_20190320T160724_20190320T160753_026423_02F51E_2D7F,0158,20
10,2019-03-20,True,DESCENDING,S1B_IW_GRDH_1SDV_20190320T030813_20190320T030839_015432_01CE6E_367E,0158,20
9,2019-03-19,True,ASCENDING,S1B_IW_GRDH_1SDV_20190319T161451_20190319T161520_015425_01CE3C_A401,0158,20
8,2019-03-14,True,ASCENDING,S1B_IW_GRDH_1SDV_20190314T160646_20190314T160711_015352_01CBEE_21E5,0158,20
7,2019-03-14,True,DESCENDING,S1A_IW_GRDH_1SDV_20190314T030905_20190314T030930_026328_02F196_2EC3,0158,20
6,2019-03-13,True,ASCENDING,S1A_IW_GRDH_1SDV_20190313T161522_20190313T161557_026321_02F156_A8A9,0158,20
